Language,Article_Title,Article_Text,Entity,Fame,Age Group,Gender,Role,Origin of Culture,Existence Type,Life Status,Era,Count,Pronoun/Verb in Wiki Article,Pronoun/Verb in Written Setting,Pronoun/Verb in Spoken Setting
Bengali,ময়ূর (পুরাণ),ময়ূর''' (সংস্কৃত : मयूर) হল হিন্দু সংস্কৃতির অন্যতম পবিত্র পাখি। অনেক হিন্দু ধর্মগ্রন্থে ময়ূরের উল্লেখ করা হয়েছে। এটি ভারতের অনেক অংশে ব্যবহৃত একটি সমসাময়িক হিন্দু নামও।,Animal,Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,রাহু,"রাহু''' (প্রতীক: ), হিন্দু জ্যোতিষশাস্ত্র অনুসারে স্বরভানু নামক এক অসুরের কর্তিত মুন্ড, যে গ্রহণের সময় সূর্য বা চন্দ্রকে গ্রাস করে। একে আটটি শ্যামবর্ণ ঘোড়ায় টানা রথে আরূঢ় স্কন্ধহীন সর্পরূপে চিত্রিত করা হয়। বৈদিক জ্যোতিষশাস্ত্রে, একে নবগ্রহের মধ্যে একটি স্থান দেওয়া হয়েছে। দিবাভাগে রাহুকাল নামক মুহূর্তকে (২৪ মিনিট) অশুভ বলে গণ্য করা হয়। thumb|Rahu: Head of Demon Snake, Konark|Konarak Idol, British Museum",Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,মোঃ শামসুল হুদা (ময়মনসিংহের রাজনীতিবিদ),মোঃ শামসুল হুদা''' (১ ফেব্রুয়ারি ১৯৩৬–২৪ নভেম্বর ২০২০) বাংলাদেশের ময়মনসিংহ জেলার রাজনীতিবিদ ও মুক্তিযুদ্ধের সংগঠক যিনি তৎকালীন ময়মনসিংহ-১০ (গফরগাঁও উপজেলা) আসনের সংসদ সদস্য ছিলেন।,Human,Famous,Old,Male,Politics and Governance,Native,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,অলকা বলরাম ক্ষত্রিয়,শ্রীমতি অলকা বলরাম ক্ষত্রিয়''' ভারতীয় জাতীয় কংগ্রেস দলের রাজনীতিবিদ এবং ভারতীয় সংসদ রাজ্যসভায় গুজরাতের প্রতিনিধিত্বকারী সংসদ সদস্য।,Human,Famous,Adult,Female,Politics and Governance,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Honorific
Bengali,স্বরভানু,"স্বরভানু''' (, ) হল একজন অসুর যাকে ঐতিহ্যগতভাবে বৈদিক পুরাণে সূর্যগ্রহণের জন্য আরোপিত করা হয়। নামটি পৌরাণিক কাহিনীতে অসুর রাহু ও কেতুর বৈশিষ্ট্য হিসাবেও ব্যবহৃত হয়, যারা সূর্যগ্রহণ ও চন্দ্রগ্রহণের সাথেও যুক্ত।",Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,সিংহিকা,"সিংহিকা''' (, ) হল হিন্দুধর্মে একজন হিন্দু দেবী ও রাক্ষসী। তাকে রামায়ণে হনুমান ও বানরের শত্রু হিসাবে দেখা যায়।",Deity,In Famous,Not Applicable,Female,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,দ্বিজেন মুখোপাধ্যায়,"দ্বিজেন মুখোপাধ্যায়''' (১২ নভেম্বর ১৯২৭ — ২৪ ডিসেম্বর ২০১৮) ছিলেন একজন ভারতীয় সুরকার ও গায়ক, যাঁর সংগীতজীবন ছয় দশক ধরে বিস্তৃত। তিনি রবীন্দ্রসঙ্গীত, বাংলা মৌলিক গান এবং বাংলা ও হিন্দি চলচ্চিত্রের গানের দক্ষ শিল্পী ছিলেন। তিনি ১৫০০ এরও বেশি গান রেকর্ড করেছেন, যার মধ্যে প্রায় ৮০০ টি রবি ঠাকুরের গান। ২০১০ খ্রিস্টাব্দে রবীন্দ্র সংগীতের জন্য ভারত সরকারের সংগীত নাটক অকাদেমি পুরস্কার লাভ করেন। তিনি অনেক বাংলা চলচ্চিত্রতে সংগীত পরিচালনা করেছিলেন এবং জনপ্রিয় বাংলা মৌলিক গানে সুর সংযোজন করেছিলেন। ২০১৮ সালের ২৪শে ডিসেম্বর তার মৃত্যু হয়।",Human,Famous,Old,Male,Arts and Culture,Native,Real,Dead,Modern,Singular,Honorific,Honorific,Honorific
Bengali,ঈশান,"ঈশান''' (সংস্কৃত ভাষায়: ईशान) শব্দ হিন্দু, বৌদ্ধ ইত্যাদি ধর্মে ঈশ্বর বা কোনো দেবতাকে বোঝায়। ঈশান একটি জনপ্রিয় নাম। এই নামের উল্লেখ শিব পুরাণে আছে, এবং এটি বিষ্ণুর নামও হয়।",Deity,Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,স্বরভানু,"স্বরভানু''' (, ) হল একজন অসুর যাকে ঐতিহ্যগতভাবে বৈদিক পুরাণে সূর্যগ্রহণের জন্য আরোপিত করা হয়। নামটি পৌরাণিক কাহিনীতে অসুর রাহু ও কেতুর বৈশিষ্ট্য হিসাবেও ব্যবহৃত হয়, যারা সূর্যগ্রহণ ও চন্দ্রগ্রহণের সাথেও যুক্ত।",Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,বয়াকোন্ডা গঙ্গাম্মা,"বয়াকোন্ডা গঙ্গাম্মা''' হচ্ছে গঙ্গাম্মা দেবীর (শক্তি অবতার) মন্দিরের স্থান, যা মদনাপল থেকে ২০ কিলোমিটার এবং বেঙ্গালুরু থেকে ১৫০ কিমি; এটি ভারতের চৌদ্দপল্লী মন্ডল, দিগুবপল্লি পঞ্চায়েত, পুঙ্গুনুর তালুক, চিত্তুর জেলা, ভারতের অন্ধ্র প্রদেশ রাজ্যে অবস্থিত। এখানে একটি হিন্দু তীর্থস্থানও রয়েছে।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Honorific
Bengali,ছিন্নমস্তা,"ছিন্নমস্তা''' (, , ""ছিন্ন মস্তক যে দেবীর"") হলেন এক হিন্দু দেবী। তিনি '''ছিন্নমস্তিকা''', '''গুপ্তদুর্গা''' বা '''প্রচণ্ডচণ্ডিকা''' নামেও পরিচিতা। মহাবিদ্যা নামে পরিচিতা যে দশ দেবীর পূজা গুহ্য তান্ত্রিক সাধনার অঙ্গ, ছিন্নমস্তা হলেন তাঁদেরই অন্যতমা। তিনি হিন্দুধর্মে মহাশক্তি নামে পরিচিত মাতৃকারূপী ঈশ্বরের একটি ভয়ংকরী মূর্তিবিশেষ। ছিন্নমস্তা নগ্ন অবস্থায় মৈথুনরত দিব্য যুগলের উপর দণ্ডায়মান বা উপবিষ্ট অবস্থায় থাকেন। তাঁর ডানহাতে থাকে কর্তৃকা (বাঁকা তরবারিবিশেষ)। নিজেই সেই কর্তৃকা দ্বারা নিজের মস্তক ছিন্ন করেন এবং অপর হাতে সেই ছিন্ন মস্তক ধৃত থাকে। তাঁর কর্তিত কণ্ঠনালি থেকে সবেগে নির্গত রক্তধারার তিনটির একটি স্বয়ং তিনি পান করেন এবং বাকি দুটি ডাকিনী ও বর্ণিনী নাম্নী দুই সহচরী। ছিন্নমস্তার মূর্তিকল্পে পরস্পরবিরোধী ধারণার পরিচয় পাওয়া যায়। তিনি একাধারে জীবনদাত্রী ও জীবনহন্ত্রী দেবী। ব্যাখ্যার উপর ভিত্তি করে তাঁকে ইন্দ্রিয়-সংযম অথবা যৌনশক্তির প্রতীক মনে করা হয়। তিনি একদিকে যেমন মৃত্যু, পার্থিব বিষয় ও ধ্বংসের প্রতীক, তেমনই অন্যদিকে জীবন, অনৈতিকতা ও পুনঃসৃজনেরও প্রতীক। ছিন্নমস্তা আধ্যাত্মিক আত্মোপলব্ধি ও কুণ্ডলিনী শক্তির (আধ্যাত্মিক শক্তি) জাগরণের দেবী। ছিন্নমস্তা-সংক্রান্ত কিংবদন্তীসমূহে তাঁর রূপকল্পনায় মাতৃত্বের চরমতম পরাকাষ্ঠায় আত্মোৎসর্গের ভাবনা তথা কঠোর ইন্দ্রিয়-সংযমের মূর্ততায় গুরুত্ব আরোপ করা হয়ে থাকে। হিন্দুধর্মের শক্তিপূজা-কেন্দ্রিক শাক্ত সম্প্রদায়ের কালীকুল শাখায় দেবী ছিন্নমস্তার পূজা প্রচলিত। অন্যতম মহাবিদ্যা হিসেবে হিন্দু দেবমণ্ডলীতে বিশেষ স্থানের অধিকারিনী হলেও ছিন্নমস্তার মন্দিরের সংখ্যা খুবই কম এবং সর্বজনীনভাবেও তাঁর পূজা বিশেষ করা হয় না। ছিন্নমস্তার অধিকাংশ মন্দির নেপাল ও পূর্ব ভারতেই অবস্থিত। তবে তিনি এক গুরুত্বপূর্ণ ও সুপরিচিত তান্ত্রিক দেবী। গুহ্য তন্ত্রসাধকেরা তাঁর পূজা করে থাকেন। তিব্বতি বৌদ্ধ দেবী বজ্রযোগিনীর ছিন্নমস্তক রূপ ছিন্নমুণ্ডার সঙ্গে দেবী ছিন্নমস্তার একটি বিশেষ যোগ রয়েছে।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Honorific
Bengali,বজ্রাঙ্গ,"বজ্রাঙ্গাসুর''' বা বজ্রনাক বা বজ্রনাগাসুর হল হিন্দু পুরাণে এক শক্তিশালী অসুর ছিল। পুরাণ অনুসারে, তিনি ঋষি কশ্যপ ও দিতির সন্তান। দিতি, অসুরদের মা হয়ে দেবতাদের হাতে তার সন্তানদের মৃত্যুর প্রতিশোধ চেয়েছিলেন। কথিত আছে যে দিতি দশ হাজার বছর ধরে কঠোর তপস্যা সহ্য করেছিলেন বরের বিনিময়ে যা তাকে এক সন্তান দিয়েছিল যে দেবতাদের হত্যা করবে। কশ্যপ তার ইচ্ছা মঞ্জুর করেন এবং তারা বজ্রনাককে জন্ম দেন, যার দেহ ছিল ইন্দ্রের অস্ত্র বজ্রের মতো। বজ্রাঙ্গাসুরের পুত্র হল তারকাসুর।",Other Being,In Famous,Not Applicable,Male,Deity,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,কদ্রু,"কদ্রূ''' (সংস্কৃত: कद्रू) হলেন হিন্দু ধর্মগ্রন্থে বর্ণিত প্রজাপতি দক্ষের কন্যা এবং মহর্ষি কশ্যপের স্ত্রী।""Daksha's Offspring - Brahma_purana - Glorious India"". www.gloriousindia.com. Retrieved 9 August 2020 কশ্যপের পিতা মরীচি হলেন ব্রহ্মার মানসপুত্র। কদ্রূ হলেন সর্প বা নাগদের মাতা। মহর্ষি কশ্যপ, কদ্রূ ও তার বোন '''বিনতার''' সেবায় তুষ্ট হয়ে তাদেরকে বর দিতে চান। কদ্রূ তখন সহস্র বীর নাগপুত্রের বর চান। আর বিনতা সহস্র নাগপুত্রের চেয়েও শক্তিশালী দুইটি পুত্র প্রার্থনা করেন। কদ্রু এক সহস্র নাগ শিশুর জন্ম দেন। আর তার বোন, (তিনিও কশ্যপের স্ত্রী ছিলেন) অরুণ ও গড়ুর নামে দুই পুত্রের জন্ম দেন। পাঁচ হাজার বছর পর ডিম থেকে সহস্র পুত্রের জন্ম হয়। এই সহস্র পুত্রের মধ্যে বাসুকী, শেষনাগ ও তক্ষক এই তিন নাগ অধিক পরিচিত। পৃথিবীর সকল শাপ এই সহস্র নাগেরই বংশধর। কদ্রুর সহস্র পুত্রের জন্ম হবার পরও নিজের পুত্রদের জন্ম না হওয়ায় বিনতা ধৈর্য্য হারিয়ে ফেলেন এবং একটি ডিম ভেঙে ফেলেন। সেখান থেকে অর্ধ দেহ নিয়ে এক পুত্রের জন্ম হয়। তার নাম হয় অরুণ। বিকলাঙ্গ শরীর নিয়ে জন্মাবার জন্য অরুণ তার মাতাকে অভিশাপ দেন যে, তিনি কদ্রুর দাসী হবেন। তার দ্বিতীয় পুত্র, গড়ুর জন্মাবার পর সেই দাসত্বের অবসান হবে। তার এই পুত্র ছিলেন অরুণ, সে ছিল সূর্য দেবের সারথী। এরপর পাঁচ হাজার বছর পর শক্তিশালী গড়ুরের জন্ম হয়।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,নর্মদা আক্কা,নর্মদা আক্কা''' (ইংরেজি: Narmada Akka) একজন ভারতীয় মাওবাদী নেত্রী ও ভারতের কমিউনিস্ট পার্টি (মাওবাদী) দলের কেন্দ্রীয় কমিটির সদস্য ছিলেন। তিনি মাওবাদীদের প্রধান মহিলা নেত্রীদের অন্যতম ছিলেন।,Human,Controversial,Adult,Female,In Famous/Controversial Activists,Native,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,বিনায়ক দামোদর সাভারকর,"বিনায়ক দামোদর সাভারকর''' (মারাঠি: विनायक दामोदर सावरकर ''বিনায়ক দামোদর সাবরকর'') (মে ২৮, ১৮৮৩ – ফেব্রুয়ারি ২৬, ১৯৬৬)। লন্ডনে থাকাকালীন সাভারকর ভারতীয় স্বাধীনতা আন্দোলনের সাথে যুক্ত হয়ে পড়েন। সাভারকরকে হিন্দুত্ব রাজনৈতিক মতাদর্শের প্রবক্তা বলে গণ্য করা হয়। তিনি নাৎসিবাদকে প্রশংসা করেছিলেন। তিনি হিন্দু জাতীয়তাবাদী আদর্শের প্রবক্তা ছিলেন। তিনি চেয়েছিলেন সব ধর্ম ও আদর্শের উপরে উঠে সবাই নিজেকে আগে ভারতীয় ভাবুক। আধুনিক হিন্দু জাতীয়তাবাদী রাজনৈতিক দলগুলো সাভারকরকে পরম পূজনীয় হিসাবে সম্মান করে না।সাভারকর অভিনব ভারত সোসাইটি প্রতিষ্ঠা করেন। তিনি হিন্দু মহাসভার সভাপতি হিসেবে দায়িত্ব পালন করেন। ইতিহাস বিখ্যাত নাসিক ষড়যন্ত্র মামলার দ্বিতীয় পর্যায়ে অভিযুক্ত করা হয়েছিল সাভারকরকে। তার বিরুদ্ধে বিপ্লবীদের ব্রাউনিং পিস্তল সরবরাহ করার অভিযোগ ওঠে। ১৯১১ সালের ৩০ জানুয়ারি মামলার চূড়ান্ত বিচারে দীর্ঘ ২৫ বছর সশ্রম কারাবাস হয় তার। মহাত্মা গান্ধীর হত্যাকাণ্ডের সাথে সাভারকর জড়িত ছিলেন বলে অভিযোগ করা হয়।",Human,Controversial,Old,Male,In Famous/Controversial Activists,Native,Real,Dead,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,স্বরভানু,"স্বরভানু''' (, ) হল একজন অসুর যাকে ঐতিহ্যগতভাবে বৈদিক পুরাণে সূর্যগ্রহণের জন্য আরোপিত করা হয়। নামটি পৌরাণিক কাহিনীতে অসুর রাহু ও কেতুর বৈশিষ্ট্য হিসাবেও ব্যবহৃত হয়, যারা সূর্যগ্রহণ ও চন্দ্রগ্রহণের সাথেও যুক্ত।",Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,নরকাসুর,"ভাগবত পুরাণে উল্লেখ থাকা মতে, '''নরকাসুর''' বা '''নরক''' ভূমি (ভূদেবী) এবং বরাহর (বিষ্ণুর তৃতীয় অবতার) অসুর পুত্র। বিদেহের (উত্তর বিহার) রাজা জনক তাকে বড়ো করেন। পরে বাণাসুরের প্রভাবে তিনি অত্যাচারী হয়ে উঠেছিলেন। তিনি শেষ দানব রাজা ঘটকাসুরকে সিংহাসনচ্যুত করে প্রাগজ্যোতিষ রাজ্য স্থাপন করেন। পশ্চিমে করতোয়া থেকে পূর্বে দিক পর্যন্ত তার রাজ্য বিস্তৃত ছিল। নরক বিদর্ভের রাজকুমারী মায়াকে বিয়ে করেছিলেন। পরে শ্রীকৃষ্ণের হাতে তার মৃত্যু হয়। নরকাসুরের কিংবদন্তি অসমের ইতিহাসের জন্য গুরুত্বপূর্ণ; কারণ কামরূপ শাসন করা কয়েকটি রাজবংশ নরকাসুরের থেকেই হয়েছে বলে মানা হয়। গুয়াহাটীর দক্ষিণে তার নামে একটি পাহাড় আছে। শক্তি দেবী এবং উপাসনার স্থান কামাখ্যার সাথেও তার নাম যুক্ত করা হয়।",Other Being,In Famous,Not Applicable,Male,Deity,Native,Mythological,Dead,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,কে. অজিতা,"কুন্নিক্কাল অজিতা''' (জন্ম: ১৯৫০) হলেন প্রাক্তন ভারতীয় নকশাল, যিনি ১৯৬০-এর দশকে কেরালায় নকশাল আন্দোলনে সক্রিয়ভাবে অংশ নিয়েছিলেন, উক্ত সময় এই দলটি থলসেরী ও পুলপাল্লি থানায় সশস্ত্র অভিযান চালিয়ে দুই জন পুলিশকে হত্যা করেছিল। অজিতা পরবর্তীকালে গ্রেপ্তার হন, তাঁর বিচার হয় এবং তাঁকে নয় বছরের কারাদণ্ড দেওয়া হয়। কারাগারের সাজা শেষে অজিতা সশস্ত্র সংগ্রাম আন্দোলন থেকে সরে এসেছিলেন এবং বর্তমানে তিনি একজন মানবাধিকার কর্মী এবং সমাজ সংস্কারক হিসাবে কেরালার সামাজিক পরিবেশে সক্রিয়ভাবে কাজ করেছেন। ১৯৯৩ সালে তিনি অন্বেষী মহিলা পরামর্শ কেন্দ্র (যেটি একটি বেসরকারি সংগঠন) প্রতিষ্ঠা করেছিলেন, যা এখন কেরল স্ত্রী বেদী (কেরল মহিলাদের ফোরাম)-এর একটি অংশ, এটি নারীর অধিকার আদায়ের জন্য কাজ করে থাকে। একই সাথে এটি নারীর ক্ষমতায়নের জাতীয় মিশনের সাথে সমন্বয় করে।। অজিতা তাঁর প্রাক্তন সহকর্মী ইয়াকুবের সাথে বিবাহ বন্ধনে আবদ্ধ হয়েছেন এবং এই দম্পতির ক্লিন্ট নামে একটি ছেলে এবং গার্গি নামে একটি কন্যা রয়েছে। তিনি একজন নাস্তিক ব্যক্তি।",Human,Controversial,Old,Female,Activists and Reformers,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,মুর্শিদা খাতুন,"মুর্শিদা খাতুন''' (জন্ম: ৭ জুলাই ১৯৯৯) একজন বাংলাদেশী মহিলা ক্রিকেটার। ২০১৭ মহিলা ক্রিকেট বিশ্বকাপ বাছাইপর্বের জন্য তাকে বাংলাদেশী স্কোয়াডে নাম যুক্ত করা হয়। তিনি ৪ মে ২০১৮ সালে দক্ষিণ আফ্রিকার বিপক্ষে তার মহিলাদের একদিনের আন্তর্জাতিক (ডব্লিউডিআই) এর মাধ্যমে অভিষেক করেন। ২০ মে ২০১৮ সালে তিনি দক্ষিণ আফ্রিকার মহিলাদের বিপক্ষে বাংলাদেশে তার ডাব্লিউটি২০-র তার অভিষেক করেন। আগস্ট ২০১৯, স্কটল্যান্ডে অনুষ্ঠিত ২০১৯ আইসিসি মহিলা বিশ্ব টুয়েন্টি২০ বাছাইপর্ব প্রতিযোগিতার জন্য বাংলাদেশের দলীয় স্কোয়াড তালিকায় তার নাম ছিল।",Human,Famous,Adult,Female,Sports,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,অলকা বলরাম ক্ষত্রিয়,শ্রীমতি অলকা বলরাম ক্ষত্রিয়''' ভারতীয় জাতীয় কংগ্রেস দলের রাজনীতিবিদ এবং ভারতীয় সংসদ রাজ্যসভায় গুজরাতের প্রতিনিধিত্বকারী সংসদ সদস্য।,Human,Famous,Adult,Female,Politics and Governance,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Honorific
Bengali,ফ্যাতাড়ু,ফ্যাতাড়ু''' হল বাঙালি সাহিত্যিক নবারুণ ভট্টাচার্য সৃষ্ট জনপ্রিয় কাল্পনিক চরিত্র।,Other Being,Famous,Not Applicable,Gender Neutral/Non-Specific,Literature and Philosophy,Native,Fictional,Not Applicable,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,নরকাসুর,"ভাগবত পুরাণে উল্লেখ থাকা মতে, '''নরকাসুর''' বা '''নরক''' ভূমি (ভূদেবী) এবং বরাহর (বিষ্ণুর তৃতীয় অবতার) অসুর পুত্র। বিদেহের (উত্তর বিহার) রাজা জনক তাকে বড়ো করেন। পরে বাণাসুরের প্রভাবে তিনি অত্যাচারী হয়ে উঠেছিলেন। তিনি শেষ দানব রাজা ঘটকাসুরকে সিংহাসনচ্যুত করে প্রাগজ্যোতিষ রাজ্য স্থাপন করেন। পশ্চিমে করতোয়া থেকে পূর্বে দিক পর্যন্ত তার রাজ্য বিস্তৃত ছিল। নরক বিদর্ভের রাজকুমারী মায়াকে বিয়ে করেছিলেন। পরে শ্রীকৃষ্ণের হাতে তার মৃত্যু হয়। নরকাসুরের কিংবদন্তি অসমের ইতিহাসের জন্য গুরুত্বপূর্ণ; কারণ কামরূপ শাসন করা কয়েকটি রাজবংশ নরকাসুরের থেকেই হয়েছে বলে মানা হয়। গুয়াহাটীর দক্ষিণে তার নামে একটি পাহাড় আছে। শক্তি দেবী এবং উপাসনার স্থান কামাখ্যার সাথেও তার নাম যুক্ত করা হয়।",Other Being,In Famous,Not Applicable,Male,Deity,Native,Mythological,Dead,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,শরভ,"শরভ''' (, , তামিল: ஸரபா, , তেলুগু: శరభ) বা '''সরভ''' হল হিন্দু ধর্মে একটি আট-পায়ের আংশিক-সিংহ এবং আংশিক-পাখিরূপী পশু, যাকে সিংহ বা হাতির চেয়েও শক্তিশালী হিসাবে বর্ণনা করা হয়েছে। সংস্কৃত সাহিত্য অনুযায়ী এর এক লাফে উপত্যকা অতিক্রম করার ক্ষমতা রয়েছে। পরবর্তী সাহিত্যকর্মে শরভকে আট-পা বিশিষ্ট হরিণ হিসেবে বর্ণনা করা হয়েছে। শৈব ধর্মগ্রন্থগুলো বর্ণনা করে যে, বৈষ্ণব সম্প্রদায়ের দ্বারা উপাসিত বিষ্ণুর উগ্র মানব-সিংহ অবতার নৃসিংহকে শান্ত করার জন্য দেবতা শিব শরভের রূপ ধারণ করেছিলেন। এই রূপটি জনপ্রিয়ভাবে '''শরবেশ্বর''' (“ভগবান শরভ”) বা '''শরবেশ্বরমূর্তি''' নামে পরিচিত। বৈষ্ণবরা নৃসিংহের প্রতিকৃতিকে শিব-শরভ দ্বারা ধ্বংস করাকে স্বীকার করেনা এবং শরভকে বিষ্ণুর নাম বলে মনে করে। কিছু বৈষ্ণব ধর্মগ্রন্থ থেকে জানা যায় যে বিষ্ণু শরভের বিরুদ্ধে লড়াই করার জন্য হিংস্র গণ্ডভেরুণ্ড পাখি-প্রাণীর রূপ ধারণ করেছিলেন। বৌদ্ধধর্মের জাতক কাহিনীতে শরভকে বুদ্ধের পূর্বজন্ম হিসাবে দেখানো হয়েছে। এটি তিব্বতি বৌদ্ধ শিল্পেও দেখা গেছে, যা প্রচেষ্টার পরিপূর্ণতার প্রতীক। শক্তি এবং মহিমার একটি চিত্র হিসাবে, শরভ অসংখ্য প্রতীকে আবির্ভূত হয়েছেন।",Other Being,Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,পাগলা দাশু,পাগলা দাশু''' হল সুকুমার রায় সৃষ্ট একটি কাল্পনিক চরিত্র। ২০১২ সালে পাগলা দাশু গল্পের একটি সংকলন''পাগলা দাশু অ্যান্ড কো-এর ক্রেজি টেলস'' নামে ইংরেজিতে অনূদিত হয়।,Human,Famous,Juvenile,Male,Literature and Philosophy,Native,Fictional,Not Applicable,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,কাবিলা,নজরুল ইসলাম শামীম''' (মঞ্চ নাম '''কাবিলা''' নামেই অধিক পরিচিত; জন্ম ১ জানুয়ারি ১৯৫৫) হচ্ছেন একজন বাংলাদেশী চলচ্চিত্র অভিনেতা। চলচ্চিত্রে কৌতুক এবং খলনায়ক চরিত্রে অভিনয়ের জন্য সমাদৃত। তিনি ''অন্ধকার'' (২০০৩) চলচ্চিত্রে জন্য শ্রেষ্ঠ খলচরিত্রে অভিনয়শিল্পী বিভাগে জাতীয় চলচ্চিত্র পুরস্কার অর্জন করেন।,Human,Famous,Old,Male,Entertainment,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,রম্ভা (অপ্সরা),"রম্ভা''' হল হিন্দু পুরাণে দেবালোকের জাদুকারিনী, সুন্দর নারী এবং অপ্সরার রাণী। তার নাচ, গান এবং প্রেম-তৈরীর কলার শিক্ষাদীক্ষায় অতুলনীয়। দেব ইন্দ্র রাজা তাকে ঋষিদের তপস্যার প্রলোভনের বিরুদ্ধে অনুশোচনার বিশুদ্ধতা পরীক্ষা করার জন্য রম্ভাকে তাদের তপস্যা ভঙ্গ করতে প্রায়ই বলতেন এবং এটাও বলতেন যে, মানুষের রহস্যময় ক্ষমতা দ্বারা যাতে তিন বিশ্বজগতের কোনো অশান্তি না হয়। যখন সে ঋষি বিশ্বামিত্রর (তিনি একজন ব্রহ্মর্ষি হওয়ার জন্য চাচ্ছিলেন) অনুশোচনার বিরক্ত করার চেষ্টা করেন, তখন বিশ্বামিত্র তাকে ১০,০০০ বছরের জন্য পাথর হয়ে থাকার অভিশাপ দেন, যে পর্যন্ত না একজন ব্রাহ্মণ তাকে মুক্তি না করে। রম্ভা হল কুবেরের পুত্র নলকুবেরের স্ত্রী। কিছু সংখ্যকদের মতে, সে রাবণকে অভিশাপ দেয়।",Other Being,Famous,Not Applicable,Female,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,বৃত্র,"বৃত্র''' (সংস্কৃত: वृत्र) হল হিন্দুধর্মে বৈদিক সর্প, দানব, খরা, অশুভ ও বিশৃঙ্খলা এবং ইন্দ্রের প্রতিপক্ষ। বৃত্রকে অসুর হিসেবে চিহ্নিত করা হয়। বৃত্রের অপর নাম অহি বা সর্প।ঋগ্বেদ বঙ্গানুবাদ, রমেশচন্দ্র দত্ত । ১ম খণ্ড পৃঃ ৭৩, ১।৩২।১ ঋকের টিকা। অহি ষোলো পাকে ইন্দ্রকে আবৃত করেছিল। বৃষ্টিপাতে বাদাসৃষ্টিকারী কুণ্ডলীকৃত সর্পাকার মেঘ দেখে ঋষিগণ অহি বা সর্প কল্পনা করেছিলেন যা সূর্যকে আবেষ্ঠিত করেছিল। ইন্দ্র বৃত্রকে হত্যা করেন। বৃত্রবধের ফলে বৃষ্টিধারা পতিত হয়ে সমুদ্রাভিমুখী হয়।",Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,সবিতা কুমারী,সবিতা কুমারী''' হচ্ছেন ভারতের পশ্চিমবঙ্গের ভারতের কমিউনিস্ট পার্টি (মাওবাদী)-এর একজন গেরিলা স্কোয়াড কমান্ডার।,Human,Controversial,Adult,Female,In Famous/Controversial Activists,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
