Language,Article_Title,Article_Text,Entity,Fame,Age Group,Gender,Role,Origin of Culture,Existence Type,Life Status,Era,Count,Pronoun/Verb in Wiki Article,Pronoun/Verb in Written Setting,Pronoun/Verb in Spoken Setting
Hindi,हिरण्याक्ष,"हिरण्याक्ष''' एक असुर (दैत्य) था जिसका वध वाराह अवतारी विष्णु ने किया था। हिरण्यकशिपु उसका बड़ा भाई था। विष्णुपुराण में वर्णित एक कथा के अनुसार दैत्यों के आदिपुरुष कश्यप और उनकी पत्नी दिति के दो पुत्र हुए। बड़े पुत्र का नाम था हिरण्यकश्यप और छोटे पुत्र का नाम था हिरण्याक्ष। हिरण्याक्ष माता धरती को रसातल में ले गया था जिसकी रक्षा के लिए आदि नारायण भगवान विष्णु ने वाराह अवतार लिया, कहते हैं वाराह अवतार का जन्म ब्रह्मा जी के नाक से हुआ था । कुछ मान्यताओं के अनुसार यह भी कहा जाता है कि हिरण्याक्ष और वाराह अवतार में कई वर्षों तक युद्ध चला। क्योंकि जो दैत्य स्वयं धरती को रसातल में ले जा सकता है आप सोचिए उसकी शक्ति कितनी होगी? फिर वाराह अवतार के द्वारा अपने नखों द्वारा उसके वक्ष को भेद दिया जिससे उसका अंत हुआ। श्रेणी:पौराणिक पात्र श्रेणी:असुर",Other Being,In Famous,Not Applicable,Male,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,कू ऐप,"कू''' (जिसे कू ऐप (KooApp) भी कहा जाता है) एक भारतीय माइक्रोब्लॉगिंग और सामाजिक नेटवर्किंग सेवा है जो बैंगलोर, कर्नाटक, भारत में स्थित है, जिसे पूर्व में कु-कू-कु (ku-koo-ku) के नाम से जाना जाता था, ऐप को मार्च 2020 में अप्रमी राधाकृष्ण और मयंक बिदावतका द्वारा विकसित किया गया था। इसने अगस्त 2020 में भारत सरकार की आत्मनिर्भर ऐप इनोवेशन चैलेंज जीता। इसे सबसे पहले कन्नड में लॉन्च किया गया था और यह हिन्दी, अंग्रेजी, तमिल, तेलुगु और मराठी का भी समर्थन करता है। भविष्य में यह असमिया, बंगाली, गुजराती, कश्मीरी, कोंकणी, मलयालम, मेइती, नेपाली, ओडिया, पंजाबी, संस्कृत और उर्दू के लिए सहायता प्रदान करने की योजना बना रहे हैं। फरवरी 2021 में एक सायबर सुरक्षा विशेषज्ञ ने '''कू ऐप''' में एक सुरक्षा खामी की पहचान की, जिससे उपयोगकर्ताओं को सार्वजनिक रूप से उपलब्ध व्यक्तिगत जानकारी तक पहुँच दी जा सके, जिसमें उनकी जन्मतिथि, ई-मेल और वैवाहिक स्थिति शामिल थी। कम्पनी ने खारिज कर दिया कि कोई डेटा लीक था। '''कू''' में निवेशकों में शुनेवेई कैपिटल, कलारी कैपिटल, 3one4 कैपिटल और ब्लम वेंचर्स शामिल हैं। शुनवेई कैपिटल ने मार्च 2021 तक अपनी पूरी हिस्सेदारी '''कू''' में बेच दी। आर्थिक और फंडिंग तंगी के कारण कंपनी को 03 जुलाई 2024 को बंद कर दिया गया।",Other Being,Famous,Not Applicable,Gender Neutral/Non-Specific,Science and Technology,Native,Real,Not Applicable,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,द्विविद,एक दैत्य का नाम जिसका प्रसंग पुराण में आता है। श्रेणी:श्रीमद्भागवत श्रेणी:पौराणिक कथाएँ श्रेणी:महाभारत श्रेणी:महाभारत के पात्र,Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,पूतना,"पूतना एक महिला दैत्य थी जिसका प्रसंग पुराण में आता है। कंस ने मथुरा के राजा अपने पिता उग्रसेन से उनका राज्य छीनकर अपने अधीन कर लिया तथा स्वयं शासक बनकर आत्याचार करने लगा। एक भविष्यवाणी द्वारा उसे पता चला कि वसुदेव और देवकी का आठवाँ पुत्र उसके विनाश का कारण होगा। यह जानकर कंस व्याकुल हो उठा और उसने वासुदेव तथा देवकी को कारागार में डाल दिया। कारागार में जन्म लेने वाले देवकी के छः पुत्रों को कंस ने मौत के घाट उतार दिया। आठवें पुत्र के रूप में कृष्ण का जन्म हुआ और उनके प्रताप से कारागार के द्वार खुल गए। वसुदेव रातों रात कृष्ण को गोकुल में नंद और यशोदा के घर पर रखकर उनकी नवजात कन्या को अपने साथ लेते आए। कंस ने जब इस कन्या को मारना चाहा तो वह अदृश्य हो गई और आकाशवाणी हुई कि कंस को मारने वाले तो गोकुल में जन्म ले चुका है। कंस यह सुनकर डर गया और उसने उसदिन गोकुल में जन्म लेने वाले हर शिशु की हत्या कर देने की योजना बनाई। इसके लिए उसने अपने आधीन काम करने वाली अत्यन्त कामुक स्वभाव वाली, विशाल काय, लम्बे लम्बे बाल, लाल आँखे, पर्वत के समान बढे और कठोर स्तन, लम्बी लम्बी हाथें, बढे नितम्ब वाली पूतना नामक राक्षसी को किसि भी प्रकार से वध करने के लिए भेजा। वह सुंदर रूप बना सकती थी और महिलाओं में आसानी से घुलमिल जाती थी। वह कामेच्छा और मारने के उद्देश्य से अपने स्तन से स्तनपान के बहाने शिशुओं को विषपान कराना था। अनेक शिशु उसका शिकार हुए लेकिन कृष्ण उसकी सच्चाई को समझ गए और उन्होंने पूतना का स्तन पान किया फिर स्तन से ही प्राण का भी पान करके वध कर दिया। पूतना श्राप से मुक्त होकर पुन: रत्नावली के रुप मे आगइ फिर अपने पिता राजा बलि के साथ सुतल लोक मे चलि गइ। यह फाल्गुन पूर्णिमा का दिन था।",Other Being,In Famous,Not Applicable,Female,Mythological,Native,Mythological,Dead,Historical,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,हिरण्याक्ष,"हिरण्याक्ष''' एक असुर (दैत्य) था जिसका वध वाराह अवतारी विष्णु ने किया था। हिरण्यकशिपु उसका बड़ा भाई था। विष्णुपुराण में वर्णित एक कथा के अनुसार दैत्यों के आदिपुरुष कश्यप और उनकी पत्नी दिति के दो पुत्र हुए। बड़े पुत्र का नाम था हिरण्यकश्यप और छोटे पुत्र का नाम था हिरण्याक्ष। हिरण्याक्ष माता धरती को रसातल में ले गया था जिसकी रक्षा के लिए आदि नारायण भगवान विष्णु ने वाराह अवतार लिया, कहते हैं वाराह अवतार का जन्म ब्रह्मा जी के नाक से हुआ था । कुछ मान्यताओं के अनुसार यह भी कहा जाता है कि हिरण्याक्ष और वाराह अवतार में कई वर्षों तक युद्ध चला। क्योंकि जो दैत्य स्वयं धरती को रसातल में ले जा सकता है आप सोचिए उसकी शक्ति कितनी होगी? फिर वाराह अवतार के द्वारा अपने नखों द्वारा उसके वक्ष को भेद दिया जिससे उसका अंत हुआ। श्रेणी:पौराणिक पात्र श्रेणी:असुर",Other Being,In Famous,Not Applicable,Male,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,तापस दास,तापस दास''' ( उर्फ-बापी) () (२२ सितंबर १९५४ - २५ जून २०२३) एक भारतीय गायक-गीतकार और गिटारवादक थे। वह १९७५ में कोलकाता में स्थापित बंगाली रॉक बैंड 'मोहीनर घोरागुली' के संस्थापक सदस्यों में से एक थे ।,Human,Famous,Old,Male,Arts and Culture,Native,Real,Dead,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,ढिंचक पूजा,"पूजा जैन''' जो '''ढिंचक पूजा''' के नाम से जानी जाती है, एक इन्टरनेट गायिका, गीतकार और इन्टरनेट सेलेब्रिटी है। उनके काम को कई सोशल मीडिया आलोचकों, मीडिया, यूट्यूबर्स और दर्शकों द्वारा लगातार मजाक उड़ाया गया, जिन्होंने अक्सर ""सबसे खराब गायिका"" कहा। वह रियलिटी टीवी शो बिग बॉस 11 पर एक प्रतियोगी भी रही थी।",Human,Controversial,Adult,Female,Entertainment,Native,Real,Alive,Modern,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,पूतना,"पूतना एक महिला दैत्य थी जिसका प्रसंग पुराण में आता है। कंस ने मथुरा के राजा अपने पिता उग्रसेन से उनका राज्य छीनकर अपने अधीन कर लिया तथा स्वयं शासक बनकर आत्याचार करने लगा। एक भविष्यवाणी द्वारा उसे पता चला कि वसुदेव और देवकी का आठवाँ पुत्र उसके विनाश का कारण होगा। यह जानकर कंस व्याकुल हो उठा और उसने वासुदेव तथा देवकी को कारागार में डाल दिया। कारागार में जन्म लेने वाले देवकी के छः पुत्रों को कंस ने मौत के घाट उतार दिया। आठवें पुत्र के रूप में कृष्ण का जन्म हुआ और उनके प्रताप से कारागार के द्वार खुल गए। वसुदेव रातों रात कृष्ण को गोकुल में नंद और यशोदा के घर पर रखकर उनकी नवजात कन्या को अपने साथ लेते आए। कंस ने जब इस कन्या को मारना चाहा तो वह अदृश्य हो गई और आकाशवाणी हुई कि कंस को मारने वाले तो गोकुल में जन्म ले चुका है। कंस यह सुनकर डर गया और उसने उसदिन गोकुल में जन्म लेने वाले हर शिशु की हत्या कर देने की योजना बनाई। इसके लिए उसने अपने आधीन काम करने वाली अत्यन्त कामुक स्वभाव वाली, विशाल काय, लम्बे लम्बे बाल, लाल आँखे, पर्वत के समान बढे और कठोर स्तन, लम्बी लम्बी हाथें, बढे नितम्ब वाली पूतना नामक राक्षसी को किसि भी प्रकार से वध करने के लिए भेजा। वह सुंदर रूप बना सकती थी और महिलाओं में आसानी से घुलमिल जाती थी। वह कामेच्छा और मारने के उद्देश्य से अपने स्तन से स्तनपान के बहाने शिशुओं को विषपान कराना था। अनेक शिशु उसका शिकार हुए लेकिन कृष्ण उसकी सच्चाई को समझ गए और उन्होंने पूतना का स्तन पान किया फिर स्तन से ही प्राण का भी पान करके वध कर दिया। पूतना श्राप से मुक्त होकर पुन: रत्नावली के रुप मे आगइ फिर अपने पिता राजा बलि के साथ सुतल लोक मे चलि गइ। यह फाल्गुन पूर्णिमा का दिन था।",Other Being,In Famous,Not Applicable,Female,Mythological,Native,Mythological,Dead,Historical,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,चाणूड़,एक दैत्य का नाम जिसका प्रसंग पुराण में आता है। श्रेणी:श्रीमद्भागवत श्रेणी:पौराणिक कथाएँ श्रेणी:महाभारत श्रेणी:महाभारत के पात्र श्रेणी:महाभारत के पात्र,Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Mythological,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,तृणावर्त,एक दैत्य का नाम जिसका प्रसंग पुराण में आता है। श्रेणी:श्रीमद्भागवत श्रेणी:पौराणिक कथाएँ श्रेणी:महाभारत श्रेणी:महाभारत के पात्र,Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Mythological,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,महाराजा केहरी सिंह,महाराजा केहरी सिंह''' (सितम्बर 1766 – 28 मार्च 1778) भरतपुर राज्य के महाराजा थे जिनका शासन काल वर्ष 1769 से 1778 तक रहा। चूँकि राज्याभिषेक के समय उनकी आयु बहुत कम थी अतः नेवल सिंह को उनका प्रशासक नियुक्त किया गया था।,Human,Famous,Juvenile,Male,Royalty and Nobility,Native,Real,Dead,Historical,Singular,Honorific,Honorific,Honorific
Hindi,तुर्वसु,"तुर्वसु''' देवयानी और ययाति का द्वितीय पुत्र तथा यदु का छोटा भाई था। पिता को अपना यौवन देने से अस्वीकार करने पर ययाति ने उसे संतानहीन और म्लेच्छ राजा होने का शाप दिश था (महाभारत आदिपर्व ८४)। पौराणिक तुर्वसु, वैदिक तुर्वश का परवर्ती रूप माना जाता है जिसका ऋग्वेद में यदु (१.१७४), सुदास (७.१८), इंद्र, दिवोदास (१.३६) और वृची वंतों के साथ अनेक बार उल्लेख हुआ है। उन संदर्भों के आधार पर इसे किसी परवर्ती आर्यकुल और उसके योद्धा नामक दोनों के रूप में स्वीकार किया जाता है। परवर्ती वैदिक साहित्य में तुर्वश पांचालों के सहायक रूप में वर्णित हुए हैं (शतपथ ब्राह्मण १३-५)। अनेक प्रसंगों के आधार पर इस आर्य जाति का उत्तर-पशिचम से कुरु पांचाल तथा भरत के लोगों की राज्यसीमा तक आना सिद्ध होता है। वैदिक तथ पौराणिक उल्लेखों में आर्य जाति तथा आर्यकुल के पूर्वज योद्धा के रूप में तुर्वसु की स्थिति विवादास्पद है। अग्निपुराण के अनुसार द्रुुहयु वंश, तुर्वसु वंश की शाखा थी जो आगे चलकर पौरव कुल में मिल गई। कहा जाता है कि पांड्य तथा चोल आदि राजवंश की स्थापना तुर्वशों ने की थी।",Human,Controversial,Not Applicable,Male,Royalty and Nobility,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,यज्ञदत्त,यज्ञदत्त''' अठारह पुराणों में से एक शिवपुराण में वर्णित एक पात्र है। शिवपुराण के रुद्र संहिता के अध्याय 17 में वर्णन आता है।,Other Being,Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,द्विविद,एक दैत्य का नाम जिसका प्रसंग पुराण में आता है। श्रेणी:श्रीमद्भागवत श्रेणी:पौराणिक कथाएँ श्रेणी:महाभारत श्रेणी:महाभारत के पात्र,Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Deity,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,अघासुर,"पौराणिक कथाओं के अनुसार, '''अघासुर''' एक राक्षस था। वह कंस का एक सेनापति तथा पूतना और बकासुर का छोटा भाई था। अघासुर जिसे यह आशीर्वाद था जो ब्रह्मदेव ने दिया था कि जब तक वो न चाहे कोई भी उसे देख नहीं सकता था चाहे नर हो या नारायण। अतः जब कंस के बुलावे पर उसने कृष्णा पर आक्रमण करने की योजना बनाई, और बरसाने पर आक्रमण करके, राधा के पिता को बंदी बना लिया, और शर्त रखी कि राधा स्वयं अपनी बली दें, जिस पर कृष्णा और राधा ने उसका वध किया, और समस्त गांव वालों को छुड़ाया। जिसके बाद कंस को अपने काल का निश्चय हो गया। श्रेणी:महाभारत के पात्र श्रेणी:महाभारत के पात्र",Other Being,In Famous,Not Applicable,Male,Criminals,Native,Mythological,Dead,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,पूतना,"पूतना एक महिला दैत्य थी जिसका प्रसंग पुराण में आता है। कंस ने मथुरा के राजा अपने पिता उग्रसेन से उनका राज्य छीनकर अपने अधीन कर लिया तथा स्वयं शासक बनकर आत्याचार करने लगा। एक भविष्यवाणी द्वारा उसे पता चला कि वसुदेव और देवकी का आठवाँ पुत्र उसके विनाश का कारण होगा। यह जानकर कंस व्याकुल हो उठा और उसने वासुदेव तथा देवकी को कारागार में डाल दिया। कारागार में जन्म लेने वाले देवकी के छः पुत्रों को कंस ने मौत के घाट उतार दिया। आठवें पुत्र के रूप में कृष्ण का जन्म हुआ और उनके प्रताप से कारागार के द्वार खुल गए। वसुदेव रातों रात कृष्ण को गोकुल में नंद और यशोदा के घर पर रखकर उनकी नवजात कन्या को अपने साथ लेते आए। कंस ने जब इस कन्या को मारना चाहा तो वह अदृश्य हो गई और आकाशवाणी हुई कि कंस को मारने वाले तो गोकुल में जन्म ले चुका है। कंस यह सुनकर डर गया और उसने उसदिन गोकुल में जन्म लेने वाले हर शिशु की हत्या कर देने की योजना बनाई। इसके लिए उसने अपने आधीन काम करने वाली अत्यन्त कामुक स्वभाव वाली, विशाल काय, लम्बे लम्बे बाल, लाल आँखे, पर्वत के समान बढे और कठोर स्तन, लम्बी लम्बी हाथें, बढे नितम्ब वाली पूतना नामक राक्षसी को किसि भी प्रकार से वध करने के लिए भेजा। वह सुंदर रूप बना सकती थी और महिलाओं में आसानी से घुलमिल जाती थी। वह कामेच्छा और मारने के उद्देश्य से अपने स्तन से स्तनपान के बहाने शिशुओं को विषपान कराना था। अनेक शिशु उसका शिकार हुए लेकिन कृष्ण उसकी सच्चाई को समझ गए और उन्होंने पूतना का स्तन पान किया फिर स्तन से ही प्राण का भी पान करके वध कर दिया। पूतना श्राप से मुक्त होकर पुन: रत्नावली के रुप मे आगइ फिर अपने पिता राजा बलि के साथ सुतल लोक मे चलि गइ। यह फाल्गुन पूर्णिमा का दिन था।",Other Being,In Famous,Not Applicable,Female,Mythological,Native,Mythological,Dead,Historical,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,इन्‍दि‍रा चक्रवर्ती,"इंदिरा चक्रवर्ती''' एक भारतीय सार्वजनिक स्वास्थ्य विशेषज्ञ, विद्वान और पर्यावरणविद् हैं। इन्‍दि‍रा चक्रवर्ती को चि‍कि‍त्‍सा के क्षेत्र में उत्कृष्ट योगदान के लिए २०१४ में भारत सरकार ने पद्मश्री से सम्मानित किया। वे पश्‍चि‍म बंगाल राज्य से हैं। उन्होंने कलकत्ता विश्वविद्यालय से जैव रसायन में डॉक्टरेट की डिग्री (पीएचडी) प्राप्त की। डॉ चक्रवर्ती ने कई पदों पर काम किया है जैसे की: *मुख्य सलाहकार- पब्लिक हेल्थ इंजीनियरिंग विभाग, पश्चिम बंगाल सरकार *सदस्य- राष्ट्रीय पेयजल और स्वच्छता परिषद, भारत सरकार *बोर्ड के सदस्य- अंतर्राष्ट्रीय स्वास्थ्य संस्थान, संयुक्त राष्ट्र विश्वविद्यालय *पूर्व सदस्य- भारत की खाद्य सुरक्षा और मानक प्राधिकरण, भारत सरकार *पूर्व क्षेत्रीय निदेशक, दक्षिण एशिया- सूक्ष्म पोषक पहल - अंतर्राष्ट्रीय विकास अनुसंधान केंद्र (आईडीआरसी) *पूर्व निदेशक और डीन- अखिल भारतीय स्वच्छता और सार्वजनिक स्वास्थ्य संस्थान, भारत सरकार *पूर्व निदेशक- चितरंजन राष्ट्रीय कैंसर संस्थान, भारत सरकार *पूर्व क्षेत्रीय सलाहकार पोषण (अधिनियम)- दक्षिण पूर्व एशिया, विश्व स्वास्थ्य संगठन के लिए क्षेत्रीय कार्यालय *क्षेत्रीय समन्वयक- स्ट्रीट फूड्स पर एशियाई क्षेत्रीय केंद्र - खाद्य और कृषि संगठन *मानद वैज्ञानिक सलाहकार- सामुदायिक सहायता और विकास (एफसीएसडी) के लिए फाउंडेशन *सलाहकार- बच्चों के लिए विश्व शिखर सम्मेलन - विश्व स्वास्थ्य संगठन डॉ चक्रवर्ती ने एक किताब और २५० से अधिक लेख, राष्ट्रीय मंचों और अंतरराष्ट्रीय पत्रिकाओं में प्रकाशित हो चुके है। खाद्य और कृषि संगठन ने डॉ. चक्रवर्ती को पहली एडॉर्दो सुमा पुरस्कार से सम्मानित किया।",Human,Famous,Old,Female,Medicine and Healthcare,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Honorific
Hindi,सुभद्रा जोशी,"सुभद्रा जोशी''' ( ''नी'' दत्त ; 23 मार्च 1919 - 30 अक्टूबर 2003; सियालकोट, पंजाब ) एक प्रसिद्ध भारतीय स्वतंत्रता कार्यकर्ता, राजनीतिज्ञ और भारतीय राष्ट्रीय कांग्रेस की सांसद थीं। उन्होंने 1942 के भारत छोड़ो आंदोलन में भाग लिया, और बाद में दिल्ली प्रदेश कांग्रेस कमेटी (DPCC) की अध्यक्ष रहीं। वह सियालकोट (अब पाकिस्तान में) के एक जाने-माने परिवार की थीं। . Pib.nic.in. Retrieved on 11 November 2018. उनके पिता वीएन दत्त जयपुर राज्य में एक पुलिस अधिकारी थे और एक चचेरे भाई, कृष्णन गोपाल दत्त पंजाब में एक सक्रिय कांग्रेसी थे।",Human,Famous,Old,Female,Politics and Governance,Native,Real,Dead,Modern,Singular,Honorific,Honorific,Honorific
Hindi,अश्वनी कुमार,"अश्विनी कुमार''' (जन्म: 26 अक्टूबर 1952), कांग्रेस पार्टी के राजनेता हैं। वे भारत के पूर्व कानून मंत्री थे। इससे पहले वह संसदीय कार्यमंत्री रह चुके हैं। वह राज्यसभा में पंजाब प्रान्त का प्रतिनिधित्व करते हैं। कुमार का जन्म दिल्ली में हुआ है और मधु कुमार से शादी की। उनका एक बेटा और एक बेटी है। कुमार भारत-जापानी संसदीय समूह के एक सदस्य रह चुके हैं। कोलगेट मामले की ड्राफ्ट रिपोर्ट बदलने के आरोपों से घिरे अश्वनी कुमार ने 10 मई मो अपना इस्तीफ़ा प्रधानमंत्री को सौंपा।",Human,Controversial,Old,Male,Politics and Governance,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,श्रेयस अय्यर,श्रेयस संतोष अय्यर''' (जन्म; ०६ दिसम्बर १९९४) एक क्रिकेट खिलाड़ी है जो दिल्ली की क्रिकेट टीम के लिए खेलते है और भारतीय राष्ट्रीय क्रिकेट टीम के लिए एक दिवसीय अंतरराष्ट्रीय क्रिकेट और ट्वेन्टी-२० अंतरराष्ट्रीय क्रिकेट खेलते है। ये एक दाएं हाथ के बल्लेबाज और दाएं हाथ के एक वैकल्पिक ऑफ ब्रेक गेंदबाज हैं। ये २०१४ के आईसीसी अंडर -१९ क्रिकेट विश्व कप में भारत की अंडर -१९ क्रिकेट टीम के लिए खेले थे। जबकि उन्होंने २०१४ सीज़न के दौरान इंग्लैंड में ट्रेंट ब्रिज क्रिकेट टीम का भी प्रतिनिधित्व किया। इसके अलावा ये इंडियन प्रीमियर लीग में दिल्ली डेयरडेविल्स के लिए भी खेलते हैं।जिस टीम के कप्तान भी है,Human,Famous,Adult,Male,Sports,Native,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,तृणावर्त,एक दैत्य का नाम जिसका प्रसंग पुराण में आता है। श्रेणी:श्रीमद्भागवत श्रेणी:पौराणिक कथाएँ श्रेणी:महाभारत श्रेणी:महाभारत के पात्र,Other Being,In Famous,Not Applicable,Gender Neutral/Non-Specific,Mythological,Native,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,काली बाड़ी छिंदवाड़ा,"काली बाड़ी''' (बांग्ला : কালীবাড়ি = काली मंदिर), मध्य प्रदेश के छिंदवाड़ा शहर में स्थित देवी काली को समर्पित एक मंदिर है। इसकी स्थापना 1995 में हुई थी। मंदिर की वास्तुशैली कोलकाता के पास स्थित प्रसिद्ध दक्षिणेश्वर काली मंदिर के जैसी है। अपनी अनूठी वास्तुकला के लिए समूचे मध्य भारत मे यह मंदिर प्रसिद्ध है। वर्त्तमान समय में, यह मंदिर मध्य भारत के प्रमुख पर्यटनस्थलों में से एक है, तथा देवी मां काली के श्रद्धालुओं हेतु एक पवित्र तीर्थस्थल के समान महत्व रखता है।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Honorific
Hindi,कावेरी कचारी,काबेरी कचारी प्रतिबंधित संगठन उल्फा की महिला विंग की प्रमुख हैं । वह संगठन के अध्यक्ष अरबिंद राजखोवा की पत्नी भी हैं । वह अपने कॉलेज के दिनों से ही अपनी काव्य उत्कृष्टता के लिए जानी जाती थीं।,Human,Controversial,Adult,Female,In Famous/Controversial Activists,Native,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,अग्रसेन,"महाराजा अग्रसेन व्यापारियों के शहर अग्रोहा के एक महान भारतीय राजा ( महाराजा ) थे । महाराजा अग्रसेन का जन्म क्षत्रिय कुल में हुआ था '''महाराजा अग्रसेन''' (४२५० BC से ६३७ AD) एक वेदिक समाजवाद के प्रर्वतक, युग पुरुष, राम राज्य के समर्थक एवं महादानी एवं समाजवाद के प्रथम प्रणेता थे। वे अग्रोदय नामक गणराज्य के महाराजा थे। जिसकी राजधानी अग्रोहा थी",Human,Famous,Not Applicable,Male,Royalty and Nobility,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Honorific
Hindi,पूतना,"पूतना एक महिला दैत्य थी जिसका प्रसंग पुराण में आता है। कंस ने मथुरा के राजा अपने पिता उग्रसेन से उनका राज्य छीनकर अपने अधीन कर लिया तथा स्वयं शासक बनकर आत्याचार करने लगा। एक भविष्यवाणी द्वारा उसे पता चला कि वसुदेव और देवकी का आठवाँ पुत्र उसके विनाश का कारण होगा। यह जानकर कंस व्याकुल हो उठा और उसने वासुदेव तथा देवकी को कारागार में डाल दिया। कारागार में जन्म लेने वाले देवकी के छः पुत्रों को कंस ने मौत के घाट उतार दिया। आठवें पुत्र के रूप में कृष्ण का जन्म हुआ और उनके प्रताप से कारागार के द्वार खुल गए। वसुदेव रातों रात कृष्ण को गोकुल में नंद और यशोदा के घर पर रखकर उनकी नवजात कन्या को अपने साथ लेते आए। कंस ने जब इस कन्या को मारना चाहा तो वह अदृश्य हो गई और आकाशवाणी हुई कि कंस को मारने वाले तो गोकुल में जन्म ले चुका है। कंस यह सुनकर डर गया और उसने उसदिन गोकुल में जन्म लेने वाले हर शिशु की हत्या कर देने की योजना बनाई। इसके लिए उसने अपने आधीन काम करने वाली अत्यन्त कामुक स्वभाव वाली, विशाल काय, लम्बे लम्बे बाल, लाल आँखे, पर्वत के समान बढे और कठोर स्तन, लम्बी लम्बी हाथें, बढे नितम्ब वाली पूतना नामक राक्षसी को किसि भी प्रकार से वध करने के लिए भेजा। वह सुंदर रूप बना सकती थी और महिलाओं में आसानी से घुलमिल जाती थी। वह कामेच्छा और मारने के उद्देश्य से अपने स्तन से स्तनपान के बहाने शिशुओं को विषपान कराना था। अनेक शिशु उसका शिकार हुए लेकिन कृष्ण उसकी सच्चाई को समझ गए और उन्होंने पूतना का स्तन पान किया फिर स्तन से ही प्राण का भी पान करके वध कर दिया। पूतना श्राप से मुक्त होकर पुन: रत्नावली के रुप मे आगइ फिर अपने पिता राजा बलि के साथ सुतल लोक मे चलि गइ। यह फाल्गुन पूर्णिमा का दिन था।",Other Being,In Famous,Not Applicable,Female,Mythological,Native,Mythological,Dead,Historical,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,कामाक्षा,"देशभर में देवी सती के 51 '''शक्तिपीठ''' हैं , इनमें से एक प्रमुख शक्तिपीठ देवी '''कामाख्या''' हैं , जहां देवी का योनि भाग गिरा था, इसके अलावा देशभर में '''मां कामाख्या के कई मंदिर हैं, जिनमें से एक''' हिमाचल प्रदेश के मंडी जिले के '''सुंदर नगर''' के प्रसिद्ध गांव जय देवी में स्थित है , '''जो''' अपनी मान्यताओं और चमत्कारों के कारण दूर-दूर तक प्रसिद्ध है। कामाक्षा का अर्थ है सभी प्रकार की इच्छाओं को पूर्ण करने वाली देवी। भारत में देवी को कई नामों से पुकारा जाता है, जिनमें से तीन नाम प्रमुख हैं। देवी का मुख्य मंदिर असम के गुवाहाटी में स्थित है , जिसे लोग देवी कामाख्या के नाम से जानते हैं और देवी को दक्षिण भारत में कामाक्षी और उत्तर में देवी कामाक्षा के नाम से जाना जाता है। यह मंदिर देवी काली को समर्पित है , इस मंदिर में देवी कुल और काली दोनों संप्रदायों में निवास करती हैं।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Native,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Honorific
